OID_;X;Y;Shape_Length;Shape_Area;Construction_min;Construction_max;Demolition_min;Demolition_max;Address;Cause;Source;Comments;Is_demolished;Fire
211;270340,9079;7042207,732;48,76985405;153,1146271;1841;1851;;1900;Fjordgata 46;;;;TRUE;0
100;270523,1624;7042287,287;80,19499978;273,5952384;1841;1851;;1900;Fjordgata 48;;;;TRUE;0
39;270750,1537;7042238,127;122,6076292;823,3749659;1841;1851;1857;1857;Fjordgata 5;;;MODIFIED cf vfeb;TRUE;0
120;270352,7445;7042262,897;71,12160077;207,3246469;1841;1851;;1891;Fjordgata 70;;Antikvarisk;;TRUE;0
181;270344,623;7042258,864;72,82705716;218,851771;1841;1845;1852;1862;Fjordgata 72;;archives;;TRUE;0
182;270336,947;7042254,626;73,69989784;213,0958485;1841;1851;2008;2008;Fjordgata 74;fire;archives;;TRUE;1
180;270330,9882;7042252,78;68,55292383;136,5090978;1841;1851;;1906;Fjordgata 76;;archives;;TRUE;0
179;270322,9604;7042248,081;84,84713092;371,4711415;1850;1851;2008;2008;Fjordgata 78;fire;archives;;TRUE;1
118;270310,797;7042242,132;86,80368851;397,3115305;1841;1850;1873;1873;Fjordgata 80;0;archives;MODIFIED cf vfeb;TRUE;0
249;270545,8219;7042206,377;44,00937105;120,0967528;1841;1851;;1910;Gaubekveita 1;;;two cycles;TRUE;0
103;270498,5372;7042214,336;56,20174124;91,82495624;1841;1851;;;Gaubekveita 10;;;;FALSE;0
104;270517,3857;7042226,165;48,73770615;105,5839728;1841;1851;;1931;Gaubekveita 12;;;;TRUE;0
271;270532,1353;7042228,897;44,42422837;128,2368468;1841;1851;;1931;Gaubekveita 14;;;;TRUE;0
267;270531,7089;7042212,906;45,74837523;132,3505245;1841;1851;;1900;Gaubekveita 2;;;;TRUE;0
247;270546,2376;7042215,642;36,31896858;78,25581954;1841;1851;;1910;Gaubekveita 3;;;two cycles;TRUE;0
